both
ID          Name         Time         Max_wind     Min_pressure Landfall     distance    
EP171992    ORLENE       12d0h        125.0        934.0        0            3211.645028580036
EP181992    INIKI        8d0h         125.0        938.0        0            2752.9903804153164
EP191992    PAINE        5d12h        65.0         987.0        0            782.5468073219489
EP201992    ROSLYN       17d6h        85.0         975.0        0            2637.234507702815
EP211992    SEYMOUR      9d18h        75.0         980.0        0            1374.254688393253
EP221992    TINA         24d6h        130.0        932.0        0            3575.5487135559256
EP231992    VIRGIL       4d12h        115.0        948.0        1            558.6148780051055
EP241992    WINIFRED     3d18h        100.0        960.0        1            777.8415630184595
EP251992    XAVIER       1d6h         40.0         1003.0       0            278.5533189785394
EP261992    YOLANDA      6d18h        55.0         993.0        0            2113.3474916685855
EP271992    ZEKE         5d6h         45.0         1000.0       0            766.5310663084919
CP031992    UNNAMED      1d0h         30.0         -999.0       0            246.61282202675858
EP011993    ADRIAN       8d6h         75.0         979.0        0            629.8386520161533
EP021993    BEATRIZ      1d18h        55.0         995.0        0            207.38375239877112
EP031993    UNNAMED      5d0h         30.0         -999.0       0            1124.6897797570098
EP041993    CALVIN       4d12h        95.0         966.0        1            1047.0865367494778
EP051993    DORA         6d6h         115.0        945.0        0            1520.0173736544166
EP061993    EUGENE       9d6h         110.0        948.0        0            2736.913413430341
CP011993    KEONI        20d12h       115.0        -999.0       0            4243.595199918586
EP071993    FERNANDA     10d6h        125.0        934.0        0            3194.413606552242
EP081993    GREG         13d18h       115.0        948.0        0            2328.301097531425
EP091993    HILARY       10d0h        105.0        957.0        0            1696.4921115747802
EP101993    IRWIN        1d6h         60.0         999.0        0            372.18205252704587
EP111993    JOVA         7d18h        115.0        948.0        0            1542.3722152913433
EP121993    KENNETH      12d6h        130.0        932.0        0            2021.427151415697
EP131993    LIDIA        5d18h        130.0        930.0        1            1815.6301626641437
EP141993    UNNAMED      4d6h         30.0         -999.0       0            716.606385062337
EP151993    MAX          4d0h         40.0         1000.0       0            380.419555787114
EP161993    NORMA        3d18h        45.0         1000.0       0            655.8294949197445
EP171993    UNNAMED      2d6h         30.0         -999.0       0            480.4515682274792
EP011994    ALETTA       5d0h         45.0         999.0        0            1059.214684290852
EP021994    BUD          2d12h        40.0         1003.0       0            584.3520862495313
EP031994    CARLOTTA     7d0h         90.0         967.0        0            1641.787439403038
EP041994    DANIEL       6d6h         55.0         993.0        0            1870.1701190388283
EP051994    EMILIA       9d0h         140.0        926.0        0            2193.916044852151
EP061994    FABIO        5d0h         40.0         1002.0       0            1576.1769493167471
EP071994    GILMA        9d18h        140.0        -999.0       0            3282.7669950536438
EP081994    LI           17d6h        65.0         -999.0       0            4118.3645772490045
EP091994    HECTOR       2d18h        55.0         993.0        0            567.5523754147688
CP011994    UNNAMED      5d0h         30.0         -999.0       0            1062.0857663557995
EP111994    ILEANA       4d6h         65.0         986.0        0            1157.774787518856
EP101994    JOHN         30d0h        150.0        -999.0       0            7123.894461655443
EP121994    UNNAMED      3d12h        30.0         -999.0       0            750.688501327648
EP131994    KRISTY       7d6h         90.0         -999.0       0            2328.532549482348
EP141994    LANE         6d18h        115.0        948.0        0            1896.4389702412132
CP021994    MELE         3d12h        35.0         -999.0       0            922.7660986363119
EP151994    MIRIAM       5d18h        40.0         1002.0       0            1380.9025068085316
EP161994    NORMAN       2d18h        35.0         1004.0       0            573.8807154804001
EP171994    OLIVIA       7d12h        130.0        923.0        0            1288.7447226603986
EP181994    PAUL         5d12h        40.0         1003.0       0            607.3860973172164
EP191994    ROSA         6d12h        90.0         974.0        1            863.946725848034
CP031994    NONA         5d0h         35.0         -999.0       0            770.6108777279063
EP011995    UNNAMED      1d18h        30.0         -999.0       0            581.5977603078369
EP021995    ADOLPH       5d18h        115.0        948.0        0            614.3291834882236
EP031995    BARBARA      10d6h        120.0        940.0        0            2378.5139740425698
EP041995    COSME        5d0h         65.0         985.0        0            979.5970293572714
EP051995    DALILA       8d18h        55.0         994.0        0            1238.574838604908
EP061995    ERICK        6d6h         55.0         994.0        0            853.5748711430117
EP071995    FLOSSIE      6d12h        70.0         978.0        0            1051.0640503895213
EP081995    GIL          6d18h        55.0         993.0        0            1347.2281250672966
EP091995    HENRIETTE    7d0h         85.0         970.0        0            1543.404568315728
EP101995    ISMAEL       3d0h         70.0         983.0        1            829.7722532945035
EP111995    JULIETTE     10d0h        130.0        930.0        0            1271.0027943612333
EP011996    UNNAMED      3d12h        45.0         1000.0       0            750.4610336989331
EP021996    UNNAMED      3d12h        30.0         -999.0       0            356.1236169622227
EP031996    ALMA         7d6h         90.0         969.0        1            670.5108651111689
EP041996    BORIS        4d12h        80.0         979.0        1            840.5614902648529
EP051996    CRISTINA     2d6h         60.0         991.0        0            625.326352234516
EP061996    UNNAMED      1d6h         30.0         -999.0       0            100.13142732748344
EP071996    DOUGLAS      8d0h         115.0        946.0        0            2397.187942256179
EP081996    ELIDA        7d0h         55.0         994.0        0            920.6351605218193
CP011996    UNNAMED      4d18h        30.0         -999.0       0            1095.4153133624945
EP091996    FAUSTO       4d18h        105.0        955.0        2            1032.6489472162668
EP101996    GENEVIEVE    11d6h        45.0         999.0        0            1066.0247235926672
EP111996    HERNAN       4d12h        75.0         980.0        1            802.4452228054878
EP121996    UNNAMED      4d12h        30.0         -999.0       0            1097.0662403509639
EP011997    ANDRES       6d1h         45.0         998.0        0            851.7666419986787
EP021997    BLANCA       2d12h        40.0         1002.0       0            753.4429176138754
EP031997    UNNAMED      2d6h         30.0         -999.0       0            562.1427198439277
EP041997    CARLOS       2d18h        45.0         996.0        0            596.7563578542582
EP051997    UNNAMED      4d12h        30.0         -999.0       0            811.1760300587972
EP061997    DOLORES      7d6h         80.0         975.0        0            2091.6295033107117
EP071997    ENRIQUE      4d12h        100.0        960.0        0            1496.8600410179206
EP081997    FELICIA      8d0h         115.0        948.0        0            2343.8647551113086
CP011997    UNNAMED      1d6h         25.0         -999.0       0            214.19709311889417
EP091997    GUILLERMO    24d12h       140.0        919.0        0            6616.938531664963
EP101997    HILDA        5d0h         45.0         1000.0       0            971.5776030333365
EP111997    IGNACIO      3d6h         35.0         1005.0       0            937.9450866583292
EP121997    JIMENA       4d12h        120.0        942.0        0            788.6499830525102
CP021997    OLIWA        20d0h        140.0        -999.0       0            4438.663804910618
EP131997    KEVIN        3d6h         50.0         994.0        0            797.334926179237
EP141997    LINDA        8d6h         160.0        902.0        0            1504.782613863349
EP151997    MARTY        3d18h        40.0         1002.0       0            298.4361907842903
EP161997    NORA         10d0h        115.0        950.0        2            1689.636585462167
EP171997    OLAF         16d6h        60.0         989.0        0            2772.348151214014
CP031997    UNNAMED      2d6h         25.0         -999.0       0            746.2654529881861
EP181997    PAULINE      4d18h        115.0        948.0        1            771.7205719171277
CP041997    UNNAMED      1d18h        30.0         -999.0       0            426.2528803777896
EP191997    RICK         3d18h        85.0         973.0        1            825.2704095185994
CP051997    PAKA         23d18h       160.0        -999.0       0            4014.3976838533363
EP011998    AGATHA       5d6h         55.0         993.0        0            1190.2678858129416
EP021998    UNNAMED      2d6h         30.0         -999.0       0            512.4916008560398
EP031998    BLAS         8d18h        120.0        943.0        0            2243.633478436432
EP041998    CELIA        4d0h         50.0         997.0        0            1000.2062333728486
EP051998    DARBY        9d0h         100.0        958.0        0            2491.549632312188
EP061998    ESTELLE      10d0h        115.0        948.0        0            2738.43553170442
EP071998    FRANK        3d12h        40.0         1001.0       0            749.9772363480181
EP081998    GEORGETTE    6d6h         100.0        960.0        0            1323.7463672191827
CP011998    UNNAMED      3d0h         30.0         -999.0       0            615.2654972658438
EP091998    HOWARD       9d18h        130.0        932.0        0            2222.907467304228
EP101998    ISIS         2d18h        65.0         988.0        0            526.4776183386014
EP111998    JAVIER       8d0h         50.0         995.0        0            967.5350716382462
EP121998    UNNAMED      1d18h        30.0         -999.0       0            86.13303968424309
EP131998    KAY          4d0h         65.0         987.0        0            442.6879056853247
EP141998    LESTER       11d12h       100.0        965.0        0            1578.5781169012898
EP151998    MADELINE     4d0h         75.0         979.0        0            386.587878366839
EP011999    ADRIAN       4d12h        85.0         973.0        0            909.3786539232603
EP021999    BEATRIZ      7d18h        105.0        955.0        0            1810.9909685828713
EP031999    UNNAMED      1d12h        30.0         -999.0       0            395.6943962353175
EP041999    UNNAMED      2d0h         30.0         -999.0       0            632.1147600844145
EP051999    CALVIN       2d0h         35.0         1005.0       0            437.4522345788196
EP061999    UNNAMED      1d6h         30.0         -999.0       0            181.75543357055642
EP071999    DORA         17d18h       120.0        -999.0       0            5569.357053081635
EP081999    EUGENE       9d12h        95.0         964.0        0            2425.9726330537587
EP091999    UNNAMED      1d18h        30.0         -999.0       0            269.0960180768723
EP101999    FERNANDA     5d12h        55.0         994.0        0            1085.8834481969182
EP111999    UNNAMED      0d18h        30.0         -999.0       0            106.20461722830733
EP121999    GREG         4d6h         65.0         986.0        0            513.2085813376797
EP131999    HILARY       4d12h        65.0         987.0        0            827.4234014546424
EP141999    IRWIN        2d18h        50.0         996.0        0            422.24795282612223
EP012000    ALETTA       5d12h        90.0         970.0        0            634.4347598282242
EP022000    BUD          4d6h         45.0         994.0        0            571.5100869267615
EP032000    CARLOTTA     6d12h        135.0        932.0        0            1489.782611953956
EP042000    UNNAMED      1d0h         25.0         -999.0       0            170.84958762835277
CP012000    UPANA        4d6h         40.0         -999.0       0            1465.1213329024645
EP052000    UNNAMED      1d12h        30.0         -999.0       0            426.0024473080223
EP062000    DANIEL       13d6h        110.0        954.0        0            4311.343245182676
EP072000    EMILIA       3d18h        55.0         994.0        0            839.6989551914152
EP082000    FABIO        4d12h        45.0         1000.0       0            843.8849049957304
EP092000    GILMA        6d0h         70.0         984.0        0            1138.6671445318575
EP102000    HECTOR       6d0h         70.0         983.0        0            1186.798479090982
EP112000    ILEANA       3d6h         60.0         991.0        0            671.536491012183
CP022000    WENE         1d6h         45.0         -999.0       0            294.773740969204
EP122000    JOHN         4d6h         60.0         994.0        0            358.35994073968214
EP132000    KRISTY       3d0h         35.0         1004.0       0            242.8468722373641
EP142000    LANE         9d0h         85.0         967.0        0            1935.8349557376143
EP152000    MIRIAM       1d18h        35.0         1004.0       0            214.1167808096859
EP162000    NORMAN       2d18h        45.0         998.0        0            456.73987923167607
EP172000    OLIVIA       7d18h        55.0         994.0        0            974.4929421374818
EP182000    PAUL         3d18h        40.0         1003.0       0            1097.6916241331055
EP192000    ROSA         4d18h        55.0         993.0        0            850.6078288514216
EP012001    ADOLPH       7d0h         125.0        940.0        0            912.9398820453923
EP022001    BARBARA      6d6h         50.0         997.0        0            1966.3031633288233
EP032001    COSME        2d0h         40.0         1000.0       0            489.6766260617755
EP042001    ERICK        3d6h         35.0         1001.0       0            739.2394363577596
EP052001    DALILA       7d12h        65.0         987.0        0            1636.0416720114129
EP062001    UNNAMED      1d12h        30.0         1007.0       0            272.7657674112799
EP072001    FLOSSIE      6d18h        90.0         972.0        0            908.184490791253
EP082001    GIL          5d12h        85.0         975.0        0            1152.3802937225746
EP092001    HENRIETTE    4d0h         55.0         994.0        0            1407.2171608858953
CP012001    UNNAMED      1d12h        30.0         1005.0       0            389.3851653698174
EP102001    IVO          4d12h        45.0         997.0        0            1236.5281692821886
EP112001    JULIETTE     11d18h       125.0        923.0        0            2016.4166958576259
EP122001    KIKO         4d0h         65.0         990.0        0            767.7999084796347
CP022001    UNNAMED      2d18h        35.0         1008.0       0            929.0430997046108
EP132001    LORENA       2d18h        50.0         997.0        0            553.472768391658
EP142001    UNNAMED      1d0h         30.0         1008.0       0            129.19429274492057
EP152001    MANUEL       7d12h        50.0         997.0        0            1531.3408797437971
EP162001    NARDA        4d18h        75.0         980.0        0            1271.8037565926247
EP172001    OCTAVE       3d18h        75.0         980.0        0            693.4289440099876
EP012002    ALMA         7d18h        100.0        960.0        0            1201.6681019605976
EP022002    BORIS        3d12h        50.0         997.0        0            206.1985165637781
EP032002    UNNAMED      1d18h        30.0         1006.0       0            562.0470014623031
EP042002    CRISTINA     7d6h         55.0         994.0        0            1456.308999533195
EP052002    DOUGLAS      6d12h        90.0         970.0        0            1903.6069702560683
EP062002    ELIDA        8d12h        140.0        921.0        0            2522.3885944601566
EP072002    UNNAMED      2d0h         30.0         1008.0       0            489.62944076588315
EP082002    FAUSTO       12d12h       125.0        936.0        0            4048.4188085767355
CP012002    ALIKA        6d12h        55.0         995.0        0            1745.2796598650214
CP022002    ELE          5d0h         110.0        -999.0       0            1310.1000635825246
EP092002    GENEVIEVE    6d6h         60.0         989.0        0            1199.7772904715034
EP102002    HERNAN       7d12h        140.0        921.0        0            1458.6147106381993
EP112002    UNNAMED      4d6h         30.0         1006.0       0            634.0049002256443
EP122002    ISELLE       5d6h         60.0         990.0        0            946.0852799697635
EP132002    JULIO        1d12h        40.0         1000.0       0            280.0275820828664
EP142002    KENNA        4d0h         145.0        913.0        1            1064.2760309641521
EP152002    LOWELL       8d6h         45.0         1002.0       0            1258.8442987229562
CP032002    HUKO         10d12h       75.0         980.0        0            1585.3805198762468
EP162002    UNNAMED      2d6h         30.0         1006.0       0            382.1626406960748
EP012003    ANDRES       6d18h        50.0         997.0        0            2285.0897360302783
EP022003    BLANCA       7d12h        50.0         997.0        0            453.312221694718
EP032003    CARLOS       2d18h        55.0         996.0        0            387.9678498452114
EP042003    DOLORES      2d12h        35.0         1005.0       0            540.0539393457414
EP052003    ENRIQUE      5d12h        55.0         993.0        0            1454.5626163034638
EP062003    FELICIA      6d18h        45.0         1000.0       0            2168.5719324512493
EP072003    GUILLERMO    5d18h        50.0         997.0        0            1416.2303237008196
EP082003    HILDA        4d6h         35.0         1004.0       0            1150.5871053179535
CP012003    UNNAMED      6d0h         30.0         1009.0       0            1535.08229027685
EP092003    IGNACIO      5d6h         90.0         970.0        1            486.9446719239124
EP102003    JIMENA       8d12h        90.0         970.0        0            2969.9788709420545
EP112003    KEVIN        6d18h        35.0         1000.0       0            939.7731800648108
EP122003    LINDA        9d12h        65.0         987.0        0            1046.5668227467293
EP132003    MARTY        7d6h         85.0         970.0        1            1166.1075968246478
EP142003    NORA         7d12h        90.0         969.0        0            983.364637304192
EP152003    OLAF         4d18h        65.0         987.0        0            727.1805091558676
EP162003    PATRICIA     6d0h         70.0         984.0        0            957.9581807570644
EP012004    AGATHA       4d0h         50.0         997.0        0            396.73922899447456
EP022004    UNNAMED      2d12h        30.0         1007.0       0            564.3748775423776
CP012004    UNNAMED      2d0h         25.0         1007.0       0            630.4887599584279
EP032004    BLAS         6d18h        55.0         991.0        0            1571.9278627194853
EP042004    CELIA        7d6h         75.0         981.0        0            1323.086731179227
EP052004    DARBY        5d18h        105.0        957.0        0            1666.5816697701025
EP062004    UNNAMED      0d18h        25.0         1008.0       0            88.01240634565235
EP072004    ESTELLE      6d12h        60.0         989.0        0            1341.6201825033427
EP082004    FRANK        4d6h         75.0         979.0        0            739.0370406169573
EP092004    UNNAMED      4d12h        30.0         1005.0       0            837.318406375494
EP102004    GEORGETTE    8d0h         55.0         995.0        0            2275.286941616832
EP112004    HOWARD       10d18h       120.0        943.0        0            2002.9976186033446
EP122004    ISIS         12d18h       65.0         987.0        0            1848.7560727058742
EP132004    JAVIER       9d6h         130.0        930.0        0            1772.9564736839395
EP142004    KAY          2d18h        40.0         1004.0       0            534.7238325597579
EP152004    LESTER       1d18h        45.0         1000.0       0            246.46496160731988
EP162004    UNNAMED      1d12h        30.0         1004.0       0            427.3758597157533
EP012005    ADRIAN       3d6h         70.0         982.0        0            515.7698500990862
EP022005    BEATRIZ      4d12h        45.0         1000.0       0            842.733711038257
EP032005    CALVIN       7d6h         45.0         1000.0       0            1577.1368838008543
EP042005    DORA         2d18h        40.0         1002.0       0            554.572307364738
EP052005    EUGENE       3d12h        60.0         989.0        0            754.3705701511846
CP012005    ONE          2d6h         25.0         1008.0       0            467.05346115775154
EP062005    FERNANDA     8d0h         75.0         978.0        0            1606.2503964580183
EP072005    GREG         4d12h        45.0         1000.0       0            578.1730172871576
EP082005    HILARY       8d6h         90.0         970.0        0            2012.1914082908222
EP092005    IRWIN        8d6h         45.0         1000.0       0            1271.1935484698076
EP102005    JOVA         13d0h        110.0        951.0        0            2555.059074387881
EP112005    KENNETH      16d0h        115.0        947.0        0            2321.4051714798793
EP122005    LIDIA        1d12h        35.0         1005.0       0            118.47351208118522
EP132005    MAX          5d0h         70.0         987.0        0            1005.3368204402125
EP142005    NORMA        8d0h         50.0         997.0        0            1034.4318983397802
EP152005    OTIS         7d12h        90.0         970.0        0            931.027558511146
EP162005    SIXTEEN      6d6h         30.0         1005.0       0            1107.7597584314103
EP012006    ALETTA       3d18h        40.0         1002.0       0            322.78707628616775
EP022006    TWO          1d12h        30.0         1005.0       0            200.65191159343328
EP032006    BUD          6d12h        110.0        953.0        0            1973.438130180145
EP042006    CARLOTTA     8d0h         75.0         981.0        0            1771.483114767647
EP052006    DANIEL       11d18h       130.0        933.0        0            2505.383926298968
EP062006    EMILIA       10d0h        55.0         990.0        0            1892.8320276791615
EP072006    FABIO        5d0h         45.0         1000.0       0            1612.7814622394608
EP082006    GILMA        4d0h         35.0         1004.0       0            558.7497690597585
EP092006    HECTOR       8d12h        95.0         966.0        0            1800.6556911107343
CP012006    IOKE         20d12h       140.0        900.0        0            5169.865123168697
EP102006    ILEANA       7d18h        105.0        955.0        0            1408.3521018607933
EP112006    JOHN         7d12h        115.0        948.0        1            1488.4385398856646
EP122006    KRISTY       10d6h        70.0         985.0        0            1310.5374332293582
EP132006    LANE         3d18h        110.0        952.0        1            741.1674412756854
EP142006    MIRIAM       5d6h         40.0         999.0        0            523.0908253489588
CP022006    TWO          9d6h         30.0         1007.0       0            2077.5631452309444
CP032006    THREE        2d6h         30.0         1008.0       0            341.1325554288687
EP152006    NORMAN       6d18h        45.0         1000.0       0            1194.3555129402384
EP162006    OLIVIA       5d0h         40.0         1000.0       0            941.3550516888445
CP042006    FOUR         9d0h         30.0         1007.0       0            1295.2715332917119
EP172006    PAUL         5d0h         90.0         970.0        0            933.7350235737979
EP182006    EIGHTEEN     2d12h        30.0         1007.0       0            256.39917878421966
EP192006    ROSA         2d12h        35.0         1002.0       0            231.0861510629576
EP202006    TWENTY       0d12h        30.0         1007.0       0            48.36057695919633
EP212006    SERGIO       7d0h         95.0         965.0        0            583.5963952477401
EP012007    ALVIN        10d12h       35.0         1003.0       0            1029.057729624642
EP022007    BARBARA      4d0h         45.0         1000.0       0            374.7964998242436
EP032007    THREE        3d12h        30.0         1004.0       0            467.07974645777114
EP042007    FOUR         2d0h         30.0         1006.0       0            367.8695379782865
EP052007    FIVE         1d12h        30.0         1006.0       0            378.32439597457073
EP062007    COSME        10d6h        65.0         987.0        0            3120.1087681760055
EP072007    DALILA       8d6h         50.0         995.0        0            1335.5218728932457
EP082007    ERICK        1d12h        35.0         1004.0       0            247.0716039195748
EP092007    FLOSSIE      7d18h        120.0        949.0        0            2022.47407068739
EP102007    GIL          4d12h        40.0         1001.0       0            873.6065653852364
EP112007    HENRIETTE    7d0h         75.0         972.0        1            1339.7671120837053
EP122007    IVO          6d18h        70.0         984.0        0            926.4691042603083
EP132007    THIRTEEN     5d18h        30.0         1007.0       0            630.715810209914
EP142007    JULIETTE     6d0h         50.0         997.0        0            931.7326244559533
EP152007    KIKO         12d6h        60.0         991.0        0            1653.259977833931
EP012008    ALMA         1d12h        55.0         994.0        0            245.25351643088584
EP022008    BORIS        9d0h         70.0         985.0        0            1793.5397428172125
EP032008    CRISTINA     5d6h         45.0         999.0        0            921.8454150363677
EP042008    DOUGLAS      4d12h        35.0         1003.0       0            638.6601962776909
EP052008    FIVE         1d12h        30.0         1005.0       0            263.56482076598695
EP062008    ELIDA        10d0h        90.0         970.0        0            2919.212712244239
EP072008    FAUSTO       8d0h         80.0         977.0        0            1989.2159055706827
EP082008    GENEVIEVE    9d18h        65.0         987.0        0            2282.37219048186
EP092008    HERNAN       10d0h        105.0        956.0        0            2307.580544566743
CP012008    KIKA         11d18h       35.0         1007.0       0            3096.168575246704
EP102008    ISELLE       10d0h        45.0         999.0        0            1368.657989670298
EP112008    JULIO        3d18h        45.0         998.0        0            686.5976119592983
EP122008    KARINA       1d12h        35.0         1000.0       0            237.37570489571968
EP132008    LOWELL       5d0h         45.0         998.0        0            862.2996283249701
EP142008    MARIE        18d6h        70.0         984.0        0            2249.277210323952
EP152008    NORBERT      8d12h        115.0        945.0        2            1547.2007710484224
EP162008    ODILE        5d0h         50.0         997.0        0            1031.9718761950828
EP172008    SEVENTEEN    4d12h        30.0         1008.0       0            801.364141318403
EP182008    POLO         2d12h        40.0         1003.0       0            616.7766845790977
EP012009    ONE          1d18h        30.0         1003.0       0            235.290741283375
EP022009    ANDRES       3d0h         70.0         984.0        0            453.4898295040591
EP032009    BLANCA       6d0h         45.0         998.0        0            1136.9078250585783
EP042009    CARLOS       6d12h        90.0         971.0        0            1391.9256154723014
EP052009    DOLORES      6d0h         50.0         997.0        0            1760.9495191585247
EP062009    LANA         3d18h        55.0         995.0        0            1254.7570749630552
EP072009    ENRIQUE      4d18h        55.0         994.0        0            1289.7491918122012
EP082009    FELICIA      8d0h         125.0        935.0        0            1983.269787863498
EP092009    NINE         6d0h         30.0         1006.0       0            1267.1389861166454
CP012009    MAKA         9d12h        45.0         992.0        0            1885.6853719162211
EP102009    GUILLERMO    11d6h        110.0        954.0        0            3292.9378680480168
EP112009    HILDA        10d6h        55.0         995.0        0            2576.8453888626814
EP122009    IGNACIO      4d0h         45.0         999.0        0            1071.1220701400655
EP132009    JIMENA       8d12h        135.0        931.0        3            1531.768662032871
CP022009    TWO          6d18h        30.0         1007.0       0            1362.381356640928
EP142009    KEVIN        9d12h        45.0         1000.0       0            1455.5149038914772
EP152009    LINDA        9d0h         70.0         985.0        0            1049.505005684569
EP162009    MARTY        7d6h         40.0         1002.0       0            1195.5021036115393
EP172009    NORA         7d12h        50.0         997.0        0            1227.9803708216032
EP182009    OLAF         3d0h         40.0         996.0        0            597.2806405747297
EP192009    PATRICIA     3d18h        50.0         996.0        0            542.5022741806893
EP202009    RICK         6d2h         155.0        906.0        0            1466.8776417960933
CP032009    NEKI         8d6h         110.0        950.0        0            1504.666088792843
EP012010    AGATHA       1d18h        40.0         1001.0       0            223.69913801084968
EP022010    TWO          0d18h        30.0         1007.0       0            44.50118324343443
EP032010    BLAS         7d18h        55.0         994.0        0            1232.6516640514014
EP042010    CELIA        12d6h        140.0        921.0        0            1915.2091531477438
EP052010    DARBY        9d6h         105.0        959.0        0            1381.836776793261
EP062010    SIX          4d6h         30.0         1006.0       0            990.374254803465
EP072010    ESTELLE      6d6h         55.0         994.0        0            1106.9974441399363
EP082010    EIGHT        2d18h        30.0         1003.0       0            448.1959696588648
EP092010    FRANK        7d6h         80.0         978.0        0            1280.646164476483
EP102010    TEN          2d6h         30.0         1003.0       0            303.4442895587647
EP112010    ELEVEN       1d0h         30.0         1004.0       0            138.45657946042127
EP122010    GEORGETTE    2d12h        35.0         999.0        0            521.5162235321171
CP012010    OMEKA        6d18h        50.0         997.0        0            1794.006664605005
EP012011    ADRIAN       7d6h         120.0        944.0        0            1210.2525056932418
EP022011    BEATRIZ      3d6h         80.0         977.0        0            656.1137457105159
EP032011    CALVIN       7d0h         70.0         984.0        0            1310.6573207174008
EP042011    DORA         8d0h         135.0        929.0        0            1862.5892185614457
EP052011    EUGENE       10d12h       120.0        942.0        0            2601.3000600336595
EP062011    FERNANDA     7d0h         60.0         992.0        0            1576.0574910297662
EP072011    GREG         6d6h         75.0         979.0        0            1624.1112001188262
EP082011    EIGHT        2d0h         30.0         1002.0       0            303.3853844991963
EP092011    HILARY       12d6h        125.0        942.0        0            2019.7114381373165
EP102011    JOVA         7d6h         110.0        955.0        1            1120.8713038113895
EP112011    IRWIN        13d18h       85.0         976.0        0            2067.956770872484
EP122011    TWELVE       6d6h         30.0         1004.0       0            741.6511810790398
EP132011    KENNETH      7d12h        125.0        940.0        0            1850.1283905053147
EP012012    ALETTA       6d6h         45.0         1000.0       0            871.4881844064084
EP022012    BUD          6d0h         100.0        961.0        0            1070.465035962036
EP032012    CARLOTTA     3d12h        95.0         973.0        1            762.8876201996457
EP042012    DANIEL       10d0h        100.0        961.0        0            2937.414787261817
EP052012    EMILIA       10d18h       120.0        945.0        0            3162.7303815364367
EP062012    FABIO        9d18h        95.0         966.0        0            1874.4164031698438
EP072012    GILMA        8d0h         70.0         984.0        0            1196.031555881633
EP082012    HECTOR       8d18h        45.0         995.0        0            1017.5979692478188
EP092012    ILEANA       11d12h       75.0         978.0        0            2284.347377105658
EP102012    JOHN         4d18h        40.0         1000.0       0            983.6656606441918
EP112012    KRISTY       8d0h         50.0         998.0        0            1376.8768983787104
EP122012    LANE         4d18h        75.0         985.0        0            772.5945398569665
EP132012    MIRIAM       10d18h       105.0        959.0        0            1344.0506234482182
EP142012    NORMAN       2d0h         45.0         997.0        0            377.39276398890814
EP152012    OLIVIA       4d0h         50.0         997.0        0            558.8047095788047
EP162012    PAUL         4d12h        105.0        959.0        0            1029.717518699034
EP172012    ROSA         6d12h        45.0         1001.0       0            483.3958409550265
EP012013    ALVIN        3d12h        50.0         1000.0       0            826.2547204276344
EP022013    BARBARA      2d6h         70.0         983.0        1            311.57240520403514
EP032013    COSME        7d6h         75.0         980.0        0            2105.8243999115125
EP042013    DALILA       10d0h        70.0         984.0        0            1124.503040517718
EP052013    ERICK        5d6h         70.0         983.0        0            1058.6379860550708
EP062013    FLOSSIE      5d12h        60.0         994.0        0            2096.83908817533
EP072013    GIL          7d18h        75.0         985.0        0            1762.489537359402
EP082013    HENRIETTE    10d0h        90.0         976.0        0            2490.4644737389817
CP012013    PEWA         10d6h        65.0         987.0        0            2145.6015075670216
CP022013    UNALA        7d0h         35.0         1005.0       0            2317.0114078038027
CP032013    THREE        11d18h       30.0         1007.0       0            3824.3810307875715
EP092013    IVO          7d12h        40.0         997.0        0            1115.700614325521
EP102013    JULIETTE     2d6h         55.0         997.0        0            733.8437486825874
EP112013    KIKO         5d12h        65.0         989.0        0            564.7181689427392
EP122013    LORENA       4d12h        45.0         1002.0       0            661.6893249828446
EP132013    MANUEL       6d6h         65.0         983.0        1            743.7733474928804
EP142013    NARDA        5d18h        55.0         997.0        0            938.4760692147833
EP152013    OCTAVE       3d6h         55.0         994.0        0            888.0825692177705
EP162013    PRISCILLA    5d0h         40.0         1001.0       0            845.9102498448049
EP172013    RAYMOND      12d6h        110.0        951.0        0            1688.5459919905827
EP182013    SONIA        3d0h         40.0         1002.0       0            598.8168585616587
EP012014    AMANDA       7d6h         135.0        932.0        0            649.2788771812961
EP022014    BORIS        3d6h         40.0         998.0        0            262.0790394785194
EP032014    CRISTINA     10d0h        130.0        935.0        0            1177.0658145754367
EP042014    DOUGLAS      10d6h        45.0         999.0        0            1455.9887929029976
EP052014    ELIDA        2d12h        45.0         1002.0       0            198.23789273701811
EP062014    FAUSTO       3d0h         40.0         1004.0       0            764.3038277817315
CP012014    WALI         2d0h         40.0         1003.0       0            334.9714029158109
EP072014    GENEVIEVE    21d12h       140.0        918.0        0            5272.537496419289
EP082014    HERNAN       5d6h         65.0         992.0        0            1400.609469322542
EP092014    ISELLE       11d0h        120.0        947.0        0            2776.8776458633006
EP102014    JULIO        16d6h        105.0        960.0        0            3593.256210496299
EP112014    KARINA       15d12h       75.0         983.0        0            2852.7620753430424
EP122014    LOWELL       11d18h       65.0         980.0        0            1866.4715171863118
EP132014    MARIE        11d6h        140.0        918.0        0            2669.8568213493786
EP142014    NORBERT      8d12h        110.0        950.0        0            1210.3289842887827
EP152014    ODILE        8d12h        120.0        918.0        1            1387.2456572516737
EP162014    SIXTEEN      6d0h         30.0         1003.0       0            1185.8065859566468
EP172014    POLO         10d18h       65.0         979.0        0            1758.780970507927
